Registro,Nombre,Referencia de Tramite,Equivalencia Terapéutica o Biosimilar,Titular,Estado del Registro,Resolución Inscríbase,Fecha Inscríbase,Ultima Renovación,Fecha Próxima renovación,Régimen,Vía Administración,Condición de Venta,Expende tipo establecimiento,Indicación,Fecha Próxima Renovación,Procesado,,,,,
F-14565/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-18160/20,,,,,,,,,,,,,,,,FALSE,,,,,
N-227/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-2634/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-13054/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-13055/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-6566/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-15592/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-14781/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-6376/20,,,,,,,,,,,,,,,,FALSE,,,,,
N-478/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-10001/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-25703/20,,,,,,,,,,,,,,,,FALSE,,,,,
H-1117/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-1416/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-16613/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-24725/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-21300/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-14603/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-6996/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-6959/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-20259/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-20261/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-15397/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-13033/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-15240/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-15239/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-18066/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-20475/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-22041/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-3703/20,,,,,,,,,,,,,,,,FALSE,,,,,
N-256/23,,,,,,,,,,,,,,,,FALSE,,,,,
N-542/24,,,,,,,,,,,,,,,,FALSE,,,,,
N-257/23,,,,,,,,,,,,,,,,FALSE,,,,,
N-540/24,,,,,,,,,,,,,,,,FALSE,,,,,
N-255/23,,,,,,,,,,,,,,,,FALSE,,,,,
N-485/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-25508/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-24633/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-15935/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-9786/21,,,,,,,,,,,,,,,,FALSE,,,,,
N-62/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-24152/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-1508/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-21988/20,,,,,,,,,,,,,,,,FALSE,,,,,
N-527/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-114/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-24422/23,,,,,,,,,,,,,,,,FALSE,,,,,
B-2540/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-18906/21,,,,,,,,,,,,,,,,FALSE,,,,,
B-2547/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-26586/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-26621/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-18281/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-18076/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-4197/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-17272/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-17254/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-20590/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-14816/20,,,,,,,,,,,,,,,,FALSE,,,,,
N-372/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-17667/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-12380/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-19078/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-19506/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-18413/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-9148/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-12277/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-26638/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-10008/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-25914/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-6377/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-3002/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-15246/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-20283/20,,,,,,,,,,,,,,,,FALSE,,,,,
N-490/20,,,,,,,,,,,,,,,,FALSE,,,,,
N-492/20,,,,,,,,,,,,,,,,FALSE,,,,,
N-468/23,,,,,,,,,,,,,,,,FALSE,,,,,
N-428/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-9714/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-19066/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-25661/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-18088/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-17343/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-21598/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-18354/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-13381/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-18275/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-21891/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-20717/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-21854/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-22375/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-19991/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-25330/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-11289/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-11290/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-3976/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-8446/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-3977/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-12440/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-27324/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-27266/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-23852/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-15184/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-327/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-21184/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-13220/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-6380/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-23143/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-24000/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-15175/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-12164/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-6209/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-14091/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-19653/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-10501/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-7740/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-2640/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-25636/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-10830/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-17526/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-17928/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-19584/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-22299/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-10445/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-4474/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-4231/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-21897/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-17897/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-10735/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-4234/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-4232/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-4233/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-17414/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-16772/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-13688/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-11669/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-11668/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-20023/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-22074/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-18094/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-18080/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-6922/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-8661/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-11439/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-27063/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-26802/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-5322/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-5323/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-1873/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-25363/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-7509/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-7510/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-19053/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-20326/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-6487/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-7768/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-9656/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-4658/20,,,,,,,,,,,,,,,,FALSE,,,,,
N-482/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-1159/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-4404/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-6801/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-15566/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-13873/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-2837/20,,,,,,,,,,,,,,,,FALSE,,,,,
N-357/24,,,,,,,,,,,,,,,,FALSE,,,,,
N-578/21,,,,,,,,,,,,,,,,FALSE,,,,,
H-1118/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-21982/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-2636/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-22886/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-19861/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-16835/23,,,,,,,,,,,,,,,,FALSE,,,,,
N-466/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-26513/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-20415/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-6366/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-13576/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-16115/22,,,,,,,,,,,,,,,,FALSE,,,,,
N-384/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-3708/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-379/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-11371/21,,,,,,,,,,,,,,,,FALSE,,,,,
N-385/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-2637/24,,,,,,,,,,,,,,,,FALSE,,,,,
N-63/21,,,,,,,,,,,,,,,,FALSE,,,,,
N-113/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-8513/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-10065/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-786/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-3693/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-2973/20,,,,,,,,,,,,,,,,FALSE,,,,,
B-2720/23,,,,,,,,,,,,,,,,FALSE,,,,,
N-309/23,,,,,,,,,,,,,,,,FALSE,,,,,
N-310/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-23919/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-7881/21,,,,,,,,,,,,,,,,FALSE,,,,,
F-463/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-267/22,,,,,,,,,,,,,,,,FALSE,,,,,
F-5312/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-21160/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-13894/24,,,,,,,,,,,,,,,,FALSE,,,,,
F-24356/23,,,,,,,,,,,,,,,,FALSE,,,,,
F-4609/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-5324/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-5320/20,,,,,,,,,,,,,,,,FALSE,,,,,
F-24145/18,,,,,,,,,,,,,,,,FALSE,,,,,
B-121/08,,,,,,,,,,,,,,,,FALSE,,,,,
F-16019/12,,,,,,,,,,,,,,,,FALSE,,,,,
F-16020/17,,,,,,,,,,,,,,,,FALSE,,,,,
B-223/98,,,,,,,,,,,,,,,,FALSE,,,,,
B-222/98,,,,,,,,,,,,,,,,FALSE,,,,,
F-23801/18,,,,,,,,,,,,,,,,FALSE,,,,,
F-16550/07,,,,,,,,,,,,,,,,FALSE,,,,,
F-17492/09,,,,,,,,,,,,,,,,FALSE,,,,,
F-14347/09,,,,,,,,,,,,,,,,FALSE,,,,,
F-25081/19,,,,,,,,,,,,,,,,FALSE,,,,,
F-11175/01,,,,,,,,,,,,,,,,FALSE,,,,,
F-21166/19,,,,,,,,,,,,,,,,FALSE,,,,,
F-21167/19,,,,,,,,,,,,,,,,FALSE,,,,,
F-981/13,,,,,,,,,,,,,,,,FALSE,,,,,
F-982/13,,,,,,,,,,,,,,,,FALSE,,,,,
F-3862/15,,,,,,,,,,,,,,,,FALSE,,,,,
F-24521/19,,,,,,,,,,,,,,,,FALSE,,,,,
B-879/00,,,,,,,,,,,,,,,,FALSE,,,,,
F-5298/05,,,,,,,,,,,,,,,,FALSE,,,,,
F-5293/05,,,,,,,,,,,,,,,,FALSE,,,,,
F-1192/98,,,,,,,,,,,,,,,,FALSE,,,,,
F-20385/18,,,,,,,,,,,,,,,,FALSE,,,,,
F-21463/19,,,,,,,,,,,,,,,,FALSE,,,,,
F-14393/09,,,,,,,,,,,,,,,,FALSE,,,,,
F-14394/09,,,,,,,,,,,,,,,,FALSE,,,,,
F-14395/09,,,,,,,,,,,,,,,,FALSE,,,,,
F-14396/09,,,,,,,,,,,,,,,,FALSE,,,,,
F-14392/09,,,,,,,,,,,,,,,,FALSE,,,,,
F-19789/13,,,,,,,,,,,,,,,,FALSE,,,,,
F-14060/14,,,,,,,,,,,,,,,,FALSE,,,,,
F-12228/12,,,,,,,,,,,,,,,,FALSE,,,,,
B-344/14,,,,,,,,,,,,,,,,FALSE,,,,,
B-342/99,,,,,,,,,,,,,,,,FALSE,,,,,
F-16107/12,,,,,,,,,,,,,,,,FALSE,,,,,
F-16275/12,,,,,,,,,,,,,,,,FALSE,,,,,
B-541/14,,,,,,,,,,,,,,,,FALSE,,,,,
B-343/99,,,,,,,,,,,,,,,,FALSE,,,,,
F-6513/15,,,,,,,,,,,,,,,,FALSE,,,,,
F-18425/15,,,,,,,,,,,,,,,,FALSE,,,,,
F-24553/19,,,,,,,,,,,,,,,,FALSE,,,,,
F-24554/19,,,,,,,,,,,,,,,,FALSE,,,,,
F-24555/19,,,,,,,,,,,,,,,,FALSE,,,,,
F-2878/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-2879/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-16257/12,,,,,,,,,,,,,,,,FALSE,,,,,
F-16256/12,,,,,,,,,,,,,,,,FALSE,,,,,
F-16255/17,,,,,,,,,,,,,,,,FALSE,,,,,
F-16254/12,,,,,,,,,,,,,,,,FALSE,,,,,
F-16253/12,,,,,,,,,,,,,,,,FALSE,,,,,
F-939/98,,,,,,,,,,,,,,,,FALSE,,,,,
F-19497/12,,,,,,,,,,,,,,,,FALSE,,,,,
F-8889/06,,,,,,,,,,,,,,,,FALSE,,,,,
F-8890/06,,,,,,,,,,,,,,,,FALSE,,,,,
F-12030/07,,,,,,,,,,,,,,,,FALSE,,,,,
F-11452/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-9979/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-4612/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-4613/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-9980/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-2719/09,,,,,,,,,,,,,,,,FALSE,,,,,
F-7377/01,,,,,,,,,,,,,,,,FALSE,,,,,
F-20787/19,,,,,,,,,,,,,,,,FALSE,,,,,
F-10921/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-10922/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-20788/19,,,,,,,,,,,,,,,,FALSE,,,,,
F-10923/06,,,,,,,,,,,,,,,,FALSE,,,,,
F-10924/01,,,,,,,,,,,,,,,,FALSE,,,,,
F-10523/06,,,,,,,,,,,,,,,,FALSE,,,,,
F-13971/04,,,,,,,,,,,,,,,,FALSE,,,,,
F-17718/14,,,,,,,,,,,,,,,,FALSE,,,,,
F-12485/07,,,,,,,,,,,,,,,,FALSE,,,,,
F-469/18,,,,,,,,,,,,,,,,FALSE,,,,,
F-7274/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-20182/18,,,,,,,,,,,,,,,,FALSE,,,,,
F-11660/01,,,,,,,,,,,,,,,,FALSE,,,,,
F-11453/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-4978/00,,,,,,,,,,,,,,,,FALSE,,,,,
F-4979/15,,,,,,,,,,,,,,,,FALSE,,,,,
F-4423/15,,,,,,,,,,,,,,,,FALSE,,,,,
F-21933/15,,,,,,,,,,,,,,,,FALSE,,,,,
F-6122/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-7046/00,,,,,,,,,,,,,,,,FALSE,,,,,
F-3766/15,,,,,,,,,,,,,,,,FALSE,,,,,
F-6123/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-3767/15,,,,,,,,,,,,,,,,FALSE,,,,,
N-302/13,,,,,,,,,,,,,,,,FALSE,,,,,
F-9471/01,,,,,,,,,,,,,,,,FALSE,,,,,
F-7517/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-15754/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-12373/07,,,,,,,,,,,,,,,,FALSE,,,,,
F-19218/12,,,,,,,,,,,,,,,,FALSE,,,,,
F-24962/19,,,,,,,,,,,,,,,,FALSE,,,,,
F-11174/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-4330/05,,,,,,,,,,,,,,,,FALSE,,,,,
F-3225/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-13847/19,,,,,,,,,,,,,,,,FALSE,,,,,
F-20904/19,,,,,,,,,,,,,,,,FALSE,,,,,
F-16381/17,,,,,,,,,,,,,,,,FALSE,,,,,
F-21631/15,,,,,,,,,,,,,,,,FALSE,,,,,
F-1704/99,,,,,,,,,,,,,,,,FALSE,,,,,
F-17076/13,,,,,,,,,,,,,,,,FALSE,,,,,
F-18276/15,,,,,,,,,,,,,,,,FALSE,,,,,
F-13630/04,,,,,,,,,,,,,,,,FALSE,,,,,
F-12665/12,,,,,,,,,,,,,,,,FALSE,,,,,
F-15475/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-11178/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-11639/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-9670/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-8702/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-8716/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-9356/06,,,,,,,,,,,,,,,,FALSE,,,,,
F-9308/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-3864/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-5717/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-7341/06,,,,,,,,,,,,,,,,FALSE,,,,,
F-740/13,,,,,,,,,,,,,,,,FALSE,,,,,
F-19/97,,,,,,,,,,,,,,,,FALSE,,,,,
F-11640/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-15569/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-14516/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-18277/15,,,,,,,,,,,,,,,,FALSE,,,,,
F-17030/13,,,,,,,,,,,,,,,,FALSE,,,,,
F-14517/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-15568/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-910/08,,,,,,,,,,,,,,,,FALSE,,,,,
F-59/12,,,,,,,,,,,,,,,,FALSE,,,,,
F-1832/19,,,,,,,,,,,,,,,,FALSE,,,,,
F-18278/15,,,,,,,,,,,,,,,,FALSE,,,,,
F-14321/04,,,,,,,,,,,,,,,,FALSE,,,,,
F-11179/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-8715/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-9671/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-11131/06,,,,,,,,,,,,,,,,FALSE,,,,,
F-19274/12,,,,,,,,,,,,,,,,FALSE,,,,,
F-20969/19,,,,,,,,,,,,,,,,FALSE,,,,,
F-1922/04,,,,,,,,,,,,,,,,FALSE,,,,,
F-3602/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-3601/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-21351/19,,,,,,,,,,,,,,,,FALSE,,,,,
F-14307/09,,,,,,,,,,,,,,,,FALSE,,,,,
F-13554/19,,,,,,,,,,,,,,,,FALSE,,,,,
F-21486/19,,,,,,,,,,,,,,,,FALSE,,,,,
F-1713/99,,,,,,,,,,,,,,,,FALSE,,,,,
F-606/98,,,,,,,,,,,,,,,,FALSE,,,,,
F-3587/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-8705/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-12666/12,,,,,,,,,,,,,,,,FALSE,,,,,
F-11132/06,,,,,,,,,,,,,,,,FALSE,,,,,
F-911/08,,,,,,,,,,,,,,,,FALSE,,,,,
F-3863/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-22754/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-7497/01,,,,,,,,,,,,,,,,FALSE,,,,,
F-10267/01,,,,,,,,,,,,,,,,FALSE,,,,,
F-14158/14,,,,,,,,,,,,,,,,FALSE,,,,,
F-15096/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-6248/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-2838/19,,,,,,,,,,,,,,,,FALSE,,,,,
F-21930/15,,,,,,,,,,,,,,,,FALSE,,,,,
F-21931/15,,,,,,,,,,,,,,,,FALSE,,,,,
F-14518/05,,,,,,,,,,,,,,,,FALSE,,,,,
F-13425/08,,,,,,,,,,,,,,,,FALSE,,,,,
F-14154/14,,,,,,,,,,,,,,,,FALSE,,,,,
F-14153/14,,,,,,,,,,,,,,,,FALSE,,,,,
F-15912/12,,,,,,,,,,,,,,,,FALSE,,,,,
F-1298/98,,,,,,,,,,,,,,,,FALSE,,,,,
F-7974/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-7281/00,,,,,,,,,,,,,,,,FALSE,,,,,
F-2635/99,,,,,,,,,,,,,,,,FALSE,,,,,
F-8928/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-7293/15,,,,,,,,,,,,,,,,FALSE,,,,,
F-24045/18,,,,,,,,,,,,,,,,FALSE,,,,,
F-24044/18,,,,,,,,,,,,,,,,FALSE,,,,,
F-13252/18,,,,,,,,,,,,,,,,FALSE,,,,,
F-7506/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-16806/08,,,,,,,,,,,,,,,,FALSE,,,,,
F-16793/08,,,,,,,,,,,,,,,,FALSE,,,,,
F-5255/00,,,,,,,,,,,,,,,,FALSE,,,,,
F-9245/06,,,,,,,,,,,,,,,,FALSE,,,,,
F-5904/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-225/07,,,,,,,,,,,,,,,,FALSE,,,,,
F-7896/01,,,,,,,,,,,,,,,,FALSE,,,,,
F-7897/01,,,,,,,,,,,,,,,,FALSE,,,,,
F-294/02,,,,,,,,,,,,,,,,FALSE,,,,,
F-362/98,,,,,,,,,,,,,,,,FALSE,,,,,
F-1748/99,,,,,,,,,,,,,,,,FALSE,,,,,
F-5256/00,,,,,,,,,,,,,,,,FALSE,,,,,
F-1749/99,,,,,,,,,,,,,,,,FALSE,,,,,
F-1747/99,,,,,,,,,,,,,,,,FALSE,,,,,
F-5257/00,,,,,,,,,,,,,,,,FALSE,,,,,
F-5905/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-15107/15,,,,,,,,,,,,,,,,FALSE,,,,,
F-14382/04,,,,,,,,,,,,,,,,FALSE,,,,,
F-2072/09,,,,,,,,,,,,,,,,FALSE,,,,,
F-19491/12,,,,,,,,,,,,,,,,FALSE,,,,,
B-1196/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-1653/18,,,,,,,,,,,,,,,,FALSE,,,,,
F-11089/16,,,,,,,,,,,,,,,,FALSE,,,,,
H-5/02,,,,,,,,,,,,,,,,FALSE,,,,,
F-17659/14,,,,,,,,,,,,,,,,FALSE,,,,,
F-18523/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-22430/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-1309/98,,,,,,,,,,,,,,,,FALSE,,,,,
F-2866/09,,,,,,,,,,,,,,,,FALSE,,,,,
F-3014/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-16468/12,,,,,,,,,,,,,,,,FALSE,,,,,
F-9865/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-11454/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-8307/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-16469/12,,,,,,,,,,,,,,,,FALSE,,,,,
F-18531/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-18829/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-19438/12,,,,,,,,,,,,,,,,FALSE,,,,,
F-323/13,,,,,,,,,,,,,,,,FALSE,,,,,
F-14639/10,,,,,,,,,,,,,,,,FALSE,,,,,
F-24718/19,,,,,,,,,,,,,,,,FALSE,,,,,
F-24720/19,,,,,,,,,,,,,,,,FALSE,,,,,
F-12032/07,,,,,,,,,,,,,,,,FALSE,,,,,
F-2267/09,,,,,,,,,,,,,,,,FALSE,,,,,
F-8845/11,,,,,,,,,,,,,,,,FALSE,,,,,
F-23223/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-16969/08,,,,,,,,,,,,,,,,FALSE,,,,,
F-13056/03,,,,,,,,,,,,,,,,FALSE,,,,,
F-16968/08,,,,,,,,,,,,,,,,FALSE,,,,,
F-16705/08,,,,,,,,,,,,,,,,FALSE,,,,,
F-22442/16,,,,,,,,,,,,,,,,FALSE,,,,,
F-22608/16,,,,,,,,,,,,,,,,FALSE,,,,,
